date	iso_3166-1	iso_3166-2	voivodeship	cases	deaths
2020-05-06	SL	24	śląskie	157	5
2020-05-07	SL	24	śląskie	116	4
2020-05-08	SL	24	śląskie	176	4
2020-05-09	SL	24	śląskie	156	0
2020-05-10	SL	24	śląskie	171	4
2020-05-11	SL	24	śląskie	213	1
2020-05-12	SL	24	śląskie	453	5
2020-05-13	SL	24	śląskie	167	2
2020-05-14	SL	24	śląskie	302	8
2020-05-15	SL	24	śląskie	293	7
2020-05-16	SL	24	śląskie	165	2
2020-05-17	SL	24	śląskie	180	3
2020-05-18	SL	24	śląskie	205	1
2020-05-19	SL	24	śląskie	263	2
2020-05-20	SL	24	śląskie	275	1
2020-05-21	SL	24	śląskie	251	4
2020-05-22	SL	24	śląskie	285	1
2020-05-23	SL	24	śląskie	179	2
2020-05-24	SL	24	śląskie	185	2
2020-05-25	SL	24	śląskie	158	1
2020-05-26	SL	24	śląskie	274	2
2020-05-27	SL	24	śląskie	176	1
2020-05-28	SL	24	śląskie	138	6
2020-05-29	SL	24	śląskie	191	3
2020-05-30	SL	24	śląskie	228	2
2020-05-31	SL	24	śląskie	105	2
2020-06-01	SL	24	śląskie	196	3
2020-06-02	SL	24	śląskie	109	6
2020-06-03	SL	24	śląskie	109	7
2020-06-04	SL	24	śląskie	120	1
2020-06-05	SL	24	śląskie	177	10
2020-06-06	SL	24	śląskie	351	3
2020-03-04	WN	28	warmińsko-mazurskie	0	0
2020-03-05	WN	28	warmińsko-mazurskie	0	0
2020-03-06	WN	28	warmińsko-mazurskie	1	0
2020-03-07	WN	28	warmińsko-mazurskie	1	0
2020-03-08	WN	28	warmińsko-mazurskie	0	0
2020-03-09	WN	28	warmińsko-mazurskie	0	0
2020-03-10	WN	28	warmińsko-mazurskie	0	0
2020-03-11	WN	28	warmińsko-mazurskie	2	0
2020-03-12	WN	28	warmińsko-mazurskie	0	0
2020-03-13	WN	28	warmińsko-mazurskie	0	0
2020-03-14	WN	28	warmińsko-mazurskie	0	0
2020-03-15	WN	28	warmińsko-mazurskie	1	0
2020-03-16	WN	28	warmińsko-mazurskie	0	0
2020-03-17	WN	28	warmińsko-mazurskie	2	0
2020-03-18	WN	28	warmińsko-mazurskie	4	0
2020-03-19	WN	28	warmińsko-mazurskie	1	0
2020-03-20	WN	28	warmińsko-mazurskie	5	0
2020-03-21	WN	28	warmińsko-mazurskie	3	0
2020-03-22	WN	28	warmińsko-mazurskie	2	0
2020-03-23	WN	28	warmińsko-mazurskie	3	0
2020-03-24	WN	28	warmińsko-mazurskie	4	0
2020-03-25	WN	28	warmińsko-mazurskie	4	0
2020-03-26	WN	28	warmińsko-mazurskie	6	0
2020-03-27	WN	28	warmińsko-mazurskie	5	0
2020-03-28	WN	28	warmińsko-mazurskie	2	0
2020-03-29	WN	28	warmińsko-mazurskie	10	0
2020-03-30	WN	28	warmińsko-mazurskie	1	0
2020-03-31	WN	28	warmińsko-mazurskie	1	0
2020-04-01	WN	28	warmińsko-mazurskie	3	0
2020-04-02	WN	28	warmińsko-mazurskie	6	0
2020-04-03	WN	28	warmińsko-mazurskie	8	0
2020-04-04	WN	28	warmińsko-mazurskie	3	1
2020-04-05	WN	28	warmińsko-mazurskie	2	0
2020-04-06	WN	28	warmińsko-mazurskie	3	0
2020-04-07	WN	28	warmińsko-mazurskie	4	0
2020-04-08	WN	28	warmińsko-mazurskie	5	0
2020-04-09	WN	28	warmińsko-mazurskie	3	0
2020-04-10	WN	28	warmińsko-mazurskie	15	0
2020-04-11	WN	28	warmińsko-mazurskie	1	0
2020-04-12	WN	28	warmińsko-mazurskie	11	0
2020-04-13	WN	28	warmińsko-mazurskie	0	0
2020-04-14	WN	28	warmińsko-mazurskie	0	0
2020-04-15	WN	28	warmińsko-mazurskie	3	0
2020-04-16	WN	28	warmińsko-mazurskie	4	0
2020-04-17	WN	28	warmińsko-mazurskie	10	0
2020-04-18	WN	28	warmińsko-mazurskie	0	0
2020-04-19	WN	28	warmińsko-mazurskie	3	0
2020-04-20	WN	28	warmińsko-mazurskie	1	0
2020-04-21	WN	28	warmińsko-mazurskie	2	0
2020-04-22	WN	28	warmińsko-mazurskie	0	0
2020-04-23	WN	28	warmińsko-mazurskie	0	0
2020-04-24	WN	28	warmińsko-mazurskie	1	0
2020-04-25	WN	28	warmińsko-mazurskie	0	0
2020-04-26	WN	28	warmińsko-mazurskie	0	0
2020-04-27	WN	28	warmińsko-mazurskie	0	0
2020-04-28	WN	28	warmińsko-mazurskie	0	0
2020-04-29	WN	28	warmińsko-mazurskie	0	0
2020-04-30	WN	28	warmińsko-mazurskie	2	0
2020-05-01	WN	28	warmińsko-mazurskie	0	0
2020-05-02	WN	28	warmińsko-mazurskie	0	0
2020-05-03	WN	28	warmińsko-mazurskie	0	0
2020-05-04	WN	28	warmińsko-mazurskie	2	0
2020-05-05	WN	28	warmińsko-mazurskie	2	0
2020-05-06	WN	28	warmińsko-mazurskie	0	0
2020-05-07	WN	28	warmińsko-mazurskie	4	0
2020-05-08	WN	28	warmińsko-mazurskie	1	0
2020-05-09	WN	28	warmińsko-mazurskie	3	0
2020-05-10	WN	28	warmińsko-mazurskie	2	0
2020-05-11	WN	28	warmińsko-mazurskie	0	0
2020-05-12	WN	28	warmińsko-mazurskie	2	0
2020-05-13	WN	28	warmińsko-mazurskie	4	0
2020-05-14	WN	28	warmińsko-mazurskie	1	0
2020-05-15	WN	28	warmińsko-mazurskie	1	0
2020-05-16	WN	28	warmińsko-mazurskie	0	0
2020-05-17	WN	28	warmińsko-mazurskie	0	0
2020-05-18	WN	28	warmińsko-mazurskie	0	0
2020-05-19	WN	28	warmińsko-mazurskie	4	0
2020-05-20	WN	28	warmińsko-mazurskie	0	0
2020-05-21	WN	28	warmińsko-mazurskie	0	0
2020-05-22	WN	28	warmińsko-mazurskie	0	0
2020-05-23	WN	28	warmińsko-mazurskie	1	0
2020-05-24	WN	28	warmińsko-mazurskie	0	0
2020-05-25	WN	28	warmińsko-mazurskie	0	0
2020-05-26	WN	28	warmińsko-mazurskie	4	0
2020-05-27	WN	28	warmińsko-mazurskie	0	0
2020-05-28	WN	28	warmińsko-mazurskie	0	0
2020-05-29	WN	28	warmińsko-mazurskie	0	0
2020-05-30	WN	28	warmińsko-mazurskie	0	0
2020-05-31	WN	28	warmińsko-mazurskie	0	0
2020-06-01	WN	28	warmińsko-mazurskie	0	0
2020-06-02	WN	28	warmińsko-mazurskie	0	0
2020-06-03	WN	28	warmińsko-mazurskie	0	0
2020-06-04	WN	28	warmińsko-mazurskie	0	0
2020-06-05	WN	28	warmińsko-mazurskie	1	0
2020-06-06	WN	28	warmińsko-mazurskie	0	0
2020-03-04	WP	30	wielkopolskie	0	0
2020-03-05	WP	30	wielkopolskie	0	0
2020-03-06	WP	30	wielkopolskie	0	0
2020-03-07	WP	30	wielkopolskie	0	0
2020-03-08	WP	30	wielkopolskie	0	0
2020-03-09	WP	30	wielkopolskie	1	0
2020-03-10	WP	30	wielkopolskie	0	0
2020-03-11	WP	30	wielkopolskie	1	0
2020-03-12	WP	30	wielkopolskie	3	1
2020-03-13	WP	30	wielkopolskie	1	0
2020-03-14	WP	30	wielkopolskie	1	0
2020-03-15	WP	30	wielkopolskie	0	0
2020-03-16	WP	30	wielkopolskie	4	0
2020-03-17	WP	30	wielkopolskie	2	0
2020-03-18	WP	30	wielkopolskie	0	0
2020-03-19	WP	30	wielkopolskie	2	0
2020-03-20	WP	30	wielkopolskie	3	0
2020-03-21	WP	30	wielkopolskie	13	0
2020-03-22	WP	30	wielkopolskie	6	1
2020-03-23	WP	30	wielkopolskie	4	0
2020-03-24	WP	30	wielkopolskie	1	0
2020-03-25	WP	30	wielkopolskie	15	0
2020-03-26	WP	30	wielkopolskie	12	0
2020-03-27	WP	30	wielkopolskie	21	0
2020-03-28	WP	30	wielkopolskie	9	0
2020-03-29	WP	30	wielkopolskie	9	0
2020-03-30	WP	30	wielkopolskie	24	1
2020-03-31	WP	30	wielkopolskie	16	0
2020-04-01	WP	30	wielkopolskie	21	3
2020-04-02	WP	30	wielkopolskie	26	2
2020-04-03	WP	30	wielkopolskie	18	4
2020-04-04	WP	30	wielkopolskie	20	1
2020-04-05	WP	30	wielkopolskie	40	1
2020-04-06	WP	30	wielkopolskie	54	1
2020-04-07	WP	30	wielkopolskie	22	7
2020-04-08	WP	30	wielkopolskie	45	1
2020-04-09	WP	30	wielkopolskie	37	1
2020-04-10	WP	30	wielkopolskie	46	2
2020-04-11	WP	30	wielkopolskie	58	5
2020-04-12	WP	30	wielkopolskie	29	4
2020-04-13	WP	30	wielkopolskie	85	5
2020-04-14	WP	30	wielkopolskie	34	3
2020-04-15	WP	30	wielkopolskie	102	0
2020-04-16	WP	30	wielkopolskie	44	2
2020-04-17	WP	30	wielkopolskie	51	3
2020-04-18	WP	30	wielkopolskie	18	1
2020-04-19	WP	30	wielkopolskie	122	2
2020-04-20	WP	30	wielkopolskie	30	6
2020-04-21	WP	30	wielkopolskie	31	4
2020-04-22	WP	30	wielkopolskie	18	5
2020-04-23	WP	30	wielkopolskie	67	2
2020-04-24	WP	30	wielkopolskie	70	4
2020-04-25	WP	30	wielkopolskie	30	3
2020-04-26	WP	30	wielkopolskie	41	2
2020-04-27	WP	30	wielkopolskie	36	5
2020-04-28	WP	30	wielkopolskie	33	2
2020-04-29	WP	30	wielkopolskie	39	0
2020-04-30	WP	30	wielkopolskie	26	2
2020-05-01	WP	30	wielkopolskie	2	0
2020-05-02	WP	30	wielkopolskie	51	4
2020-05-03	WP	30	wielkopolskie	24	3
2020-05-04	WP	30	wielkopolskie	11	2
2020-05-05	WP	30	wielkopolskie	69	2
2020-05-06	WP	30	wielkopolskie	18	4
2020-05-07	WP	30	wielkopolskie	24	3
2020-05-08	WP	30	wielkopolskie	15	3
2020-05-09	WP	30	wielkopolskie	15	3
2020-05-10	WP	30	wielkopolskie	2	5
2020-05-11	WP	30	wielkopolskie	27	2
2020-05-12	WP	30	wielkopolskie	11	5
2020-05-13	WP	30	wielkopolskie	12	10
2020-05-14	WP	30	wielkopolskie	13	2
2020-05-15	WP	30	wielkopolskie	17	1
2020-05-16	WP	30	wielkopolskie	5	2
2020-05-17	WP	30	wielkopolskie	40	1
2020-05-18	WP	30	wielkopolskie	13	1
2020-05-19	WP	30	wielkopolskie	5	0
2020-05-20	WP	30	wielkopolskie	84	1
2020-05-21	WP	30	wielkopolskie	26	2
2020-05-22	WP	30	wielkopolskie	16	2
2020-05-23	WP	30	wielkopolskie	12	0
2020-05-24	WP	30	wielkopolskie	68	0
2020-05-25	WP	30	wielkopolskie	19	1
2020-05-26	WP	30	wielkopolskie	19	1
2020-05-27	WP	30	wielkopolskie	59	0
2020-05-28	WP	30	wielkopolskie	15	2
2020-05-29	WP	30	wielkopolskie	13	2
2020-05-30	WP	30	wielkopolskie	1	1
2020-05-31	WP	30	wielkopolskie	3	1
2020-06-01	WP	30	wielkopolskie	5	0
2020-06-02	WP	30	wielkopolskie	33	0
2020-06-03	WP	30	wielkopolskie	18	1
2020-06-04	WP	30	wielkopolskie	10	0
2020-06-05	WP	30	wielkopolskie	3	0
2020-06-06	WP	30	wielkopolskie	40	3
2020-03-04	ZP	32	zachodniopomorskie	0	0
2020-03-05	ZP	32	zachodniopomorskie	0	0
2020-03-06	ZP	32	zachodniopomorskie	2	0
2020-03-07	ZP	32	zachodniopomorskie	0	0
2020-03-08	ZP	32	zachodniopomorskie	0	0
2020-03-09	ZP	32	zachodniopomorskie	0	0
2020-03-10	ZP	32	zachodniopomorskie	0	0
2020-03-11	ZP	32	zachodniopomorskie	0	0
2020-03-12	ZP	32	zachodniopomorskie	1	0
2020-03-13	ZP	32	zachodniopomorskie	2	0
2020-03-14	ZP	32	zachodniopomorskie	0	0
2020-03-15	ZP	32	zachodniopomorskie	1	0
2020-03-16	ZP	32	zachodniopomorskie	0	0
2020-03-17	ZP	32	zachodniopomorskie	2	0
2020-03-18	ZP	32	zachodniopomorskie	0	0
2020-03-19	ZP	32	zachodniopomorskie	1	0
2020-03-20	ZP	32	zachodniopomorskie	0	0
2020-03-21	ZP	32	zachodniopomorskie	1	0
2020-03-22	ZP	32	zachodniopomorskie	2	0
2020-03-23	ZP	32	zachodniopomorskie	4	0
2020-03-24	ZP	32	zachodniopomorskie	11	0
2020-03-25	ZP	32	zachodniopomorskie	4	0
2020-03-26	ZP	32	zachodniopomorskie	2	1
2020-03-27	ZP	32	zachodniopomorskie	7	0
2020-03-28	ZP	32	zachodniopomorskie	11	0
2020-03-29	ZP	32	zachodniopomorskie	6	0
2020-03-30	ZP	32	zachodniopomorskie	2	0
2020-03-31	ZP	32	zachodniopomorskie	10	0
2020-04-01	ZP	32	zachodniopomorskie	10	0
2020-04-02	ZP	32	zachodniopomorskie	10	1
2020-04-03	ZP	32	zachodniopomorskie	0	0
2020-04-04	ZP	32	zachodniopomorskie	11	0
2020-04-05	ZP	32	zachodniopomorskie	6	0
2020-04-06	ZP	32	zachodniopomorskie	11	0
2020-04-07	ZP	32	zachodniopomorskie	16	0
2020-04-08	ZP	32	zachodniopomorskie	32	0
2020-04-09	ZP	32	zachodniopomorskie	9	0
2020-04-10	ZP	32	zachodniopomorskie	10	0
2020-04-11	ZP	32	zachodniopomorskie	7	0
2020-04-12	ZP	32	zachodniopomorskie	2	0
2020-04-13	ZP	32	zachodniopomorskie	10	0
2020-04-14	ZP	32	zachodniopomorskie	8	0
2020-04-15	ZP	32	zachodniopomorskie	6	0
2020-04-16	ZP	32	zachodniopomorskie	6	0
2020-04-17	ZP	32	zachodniopomorskie	7	0
2020-04-18	ZP	32	zachodniopomorskie	19	0
2020-04-19	ZP	32	zachodniopomorskie	17	2
2020-04-20	ZP	32	zachodniopomorskie	11	0
2020-04-21	ZP	32	zachodniopomorskie	2	0
2020-04-22	ZP	32	zachodniopomorskie	9	0
2020-04-23	ZP	32	zachodniopomorskie	16	0
2020-04-24	ZP	32	zachodniopomorskie	32	2
2020-04-25	ZP	32	zachodniopomorskie	7	1
2020-04-26	ZP	32	zachodniopomorskie	12	2
2020-04-27	ZP	32	zachodniopomorskie	15	0
2020-04-28	ZP	32	zachodniopomorskie	6	0
2020-04-29	ZP	32	zachodniopomorskie	4	1
2020-04-30	ZP	32	zachodniopomorskie	16	0
2020-05-01	ZP	32	zachodniopomorskie	5	0
2020-05-02	ZP	32	zachodniopomorskie	5	0
2020-05-03	ZP	32	zachodniopomorskie	8	0
2020-05-04	ZP	32	zachodniopomorskie	14	4
2020-05-05	ZP	32	zachodniopomorskie	13	0
2020-05-06	ZP	32	zachodniopomorskie	11	1
2020-05-07	ZP	32	zachodniopomorskie	8	1
2020-05-08	ZP	32	zachodniopomorskie	4	0
2020-05-09	ZP	32	zachodniopomorskie	5	0
2020-05-10	ZP	32	zachodniopomorskie	4	0
2020-05-11	ZP	32	zachodniopomorskie	1	0
2020-05-12	ZP	32	zachodniopomorskie	6	0
2020-05-13	ZP	32	zachodniopomorskie	6	0
2020-05-14	ZP	32	zachodniopomorskie	2	1
2020-05-15	ZP	32	zachodniopomorskie	3	1
2020-05-16	ZP	32	zachodniopomorskie	1	0
2020-05-17	ZP	32	zachodniopomorskie	2	0
2020-05-18	ZP	32	zachodniopomorskie	3	0
2020-05-19	ZP	32	zachodniopomorskie	5	0
2020-05-20	ZP	32	zachodniopomorskie	1	0
2020-05-21	ZP	32	zachodniopomorskie	10	0
2020-05-22	ZP	32	zachodniopomorskie	2	1
2020-05-23	ZP	32	zachodniopomorskie	4	0
2020-05-24	ZP	32	zachodniopomorskie	1	0
2020-05-25	ZP	32	zachodniopomorskie	1	0
2020-05-26	ZP	32	zachodniopomorskie	4	0
2020-05-27	ZP	32	zachodniopomorskie	2	0
2020-05-28	ZP	32	zachodniopomorskie	0	0
2020-05-29	ZP	32	zachodniopomorskie	4	0
2020-05-30	ZP	32	zachodniopomorskie	4	0
2020-05-31	ZP	32	zachodniopomorskie	1	0
2020-06-01	ZP	32	zachodniopomorskie	0	0
2020-06-02	ZP	32	zachodniopomorskie	5	0
2020-06-03	ZP	32	zachodniopomorskie	7	0
2020-06-04	ZP	32	zachodniopomorskie	2	0
2020-06-05	ZP	32	zachodniopomorskie	3	0
2020-06-06	ZP	32	zachodniopomorskie	0	0
2020-03-04	daily			1	0
2020-03-05	daily			0	0
2020-03-06	daily			4	0
2020-03-07	daily			1	0
2020-03-08	daily			5	0
2020-03-09	daily			6	0
2020-03-10	daily			5	0
2020-03-11	daily			9	0
2020-03-12	daily			20	1
2020-03-13	daily			17	1
2020-03-14	daily			36	1
2020-03-15	daily			21	0
2020-03-16	daily			52	1
2020-03-17	daily			61	1
2020-03-18	daily			49	0
2020-03-19	daily			68	0
2020-03-20	daily			70	0
2020-03-21	daily			111	0
2020-03-22	daily			98	2
2020-03-23	daily			115	1
2020-03-24	daily			152	2
2020-03-25	daily			150	3
2020-03-26	daily			170	3
2020-03-27	daily			168	0
2020-03-28	daily			249	2
2020-03-29	daily			224	4
2020-03-30	daily			193	9
2020-03-31	daily			256	2
2020-04-01	daily			243	10
2020-04-02	daily			392	14
2020-04-03	daily			437	14
2020-04-04	daily			244	8
2020-04-05	daily			475	15
2020-04-06	daily			311	13
2020-04-07	daily			435	22
2020-04-08	daily			357	29
2020-04-09	daily			370	16
2020-04-10	daily			380	7
2020-04-11	daily			401	27
2020-04-12	daily			318	24
2020-04-13	daily			258	13
2020-04-14	daily			270	18
2020-04-15	daily			380	23
2020-04-16	daily			336	28
2020-04-17	daily			457	18
2020-04-18	daily			334	15
2020-04-19	daily			515	13
2020-04-20	daily			306	20
2020-04-21	daily			263	20
2020-04-22	daily			313	25
2020-04-23	daily			342	28
2020-04-24	daily			381	40
2020-04-25	daily			381	30
2020-04-26	daily			344	12
2020-04-27	daily			285	27
2020-04-28	daily			316	34
2020-04-29	daily			422	28
2020-04-30	daily			300	20
2020-05-01	daily			228	7
2020-05-02	daily			270	12
2020-05-03	daily			318	15
2020-05-04	daily			313	19
2020-05-05	daily			406	18
2020-05-06	daily			311	18
2020-05-07	daily			303	22
2020-05-08	daily			337	21
2020-05-09	daily			288	9
2020-05-10	daily			345	15
2020-05-11	daily			330	11
2020-05-12	daily			556	27
2020-05-13	daily			322	23
2020-05-14	daily			411	22
2020-05-15	daily			401	24
2020-05-16	daily			241	8
2020-05-17	daily			272	10
2020-05-18	daily			356	11
2020-05-19	daily			382	12
2020-05-20	daily			471	14
2020-05-21	daily			403	10
2020-05-22	daily			472	10
2020-05-23	daily			316	11
2020-05-24	daily			361	3
2020-05-25	daily			341	11
2020-05-26	daily			443	17
2020-05-27	daily			396	4
2020-05-28	daily			352	10
2020-05-29	daily			333	13
2020-05-30	daily			412	10
2020-05-31	daily			219	3
2020-06-01	daily			374	10
2020-06-02	daily			236	18
2020-06-03	daily			292	23
2020-06-04	daily			361	2
2020-06-05	daily			362	20
2020-06-06	daily			576	16
2020-03-04	total			1	0
2020-03-05	total			1	0
2020-03-06	total			5	0
2020-03-07	total			6	0
2020-03-08	total			11	0
2020-03-09	total			17	0
2020-03-10	total			22	0
2020-03-11	total			31	0
2020-03-12	total			51	1
2020-03-13	total			68	2
2020-03-14	total			104	3
2020-03-15	total			125	3
2020-03-16	total			177	4
2020-03-17	total			238	5
2020-03-18	total			287	5
2020-03-19	total			355	5
2020-03-20	total			425	5
2020-03-21	total			536	5
2020-03-22	total			634	7
2020-03-23	total			749	8
2020-03-24	total			900	10
2020-03-25	total			1051	13
2020-03-26	total			1221	16
2020-03-27	total			1389	16
2020-03-28	total			1638	18
2020-03-29	total			1862	22
2020-03-30	total			2055	31
2020-03-31	total			2311	33
2020-04-01	total			2554	43
2020-04-02	total			2946	57
2020-04-03	total			3383	71
2020-04-04	total			3627	79
2020-04-05	total			4102	94
2020-04-06	total			4413	107
2020-04-07	total			4848	129
2020-04-08	total			5205	158
2020-04-09	total			5575	174
2020-04-10	total			5955	181
2020-04-11	total			6356	208
2020-04-12	total			6674	232
2020-04-13	total			6932	245
2020-04-14	total			7202	263
2020-04-15	total			7582	286
2020-04-16	total			7918	314
2020-04-17	total			8379	332
2020-04-18	total			8742	347
2020-04-19	total			9224	360
2020-04-20	total			9530	380
2020-04-21	total			9793	401
2020-04-22	total			10106	426
2020-04-23	total			10448	454
2020-04-24	total			10829	494
2020-04-25	total			11210	523
2020-04-26	total			11554	535
2020-04-27	total			11839	562
2020-04-28	total			12155	596
2020-04-29	total			12577	624
2020-04-30	total			12877	644
2020-05-01	total			13105	651
2020-05-02	total			13375	663
2020-05-03	total			13693	678
2020-05-04	total			14006	697
2020-05-05	total			14412	715
2020-05-06	total			14723	733
2020-05-07	total			15026	755
2020-05-08	total			15363	776
2020-05-09	total			15651	785
2020-05-10	total			15996	800
2020-05-11	total			16326	811
2020-05-12	total			16882	838
2020-05-13	total			17204	861
2020-05-14	total			17615	883
2020-05-15	total			18016	907
2020-05-16	total			18257	915
2020-05-17	total			18529	925
2020-05-18	total			18885	936
2020-05-19	total			19267	948
2020-05-20	total			19738	962
2020-05-21	total			20141	972
2020-05-22	total			20613	982
2020-05-23	total			20929	993
2020-05-24	total			21290	996
2020-05-25	total			21631	1007
2020-05-26	total			22074	1024
2020-05-27	total			22470	1028
2020-05-28	total			22822	1038
2020-05-29	total			23155	1051
2020-05-30	total			23567	1061
2020-05-31	total			23786	1064
2020-06-01	total			24159	1074
2020-06-02	total			24395	1092
2020-06-03	total			24687	1115
2020-06-04	total			25048	1117
2020-06-05	total			25410	1137
2020-06-06	total			25986	1153
