date	country	cases	deaths	day_of_epidemie	name	alpha3Code	callingCodes	altSpellings	region	population	latlng	area	name_as_list	names
2020-03-22	brazil	1546	25	10	Brazil	BRA	['55']	['BR', 'Brasil', 'Federative Republic of Brazil', 'República Federativa do Brasil']	Americas	206135893	[-10.0, -55.0]	8515767.0	['Brazil']	['brazil', ' br', ' brasil', ' federative republic of brazil', ' república federativa do brasil']
2020-03-23	brazil	1924	34	11	Brazil	BRA	['55']	['BR', 'Brasil', 'Federative Republic of Brazil', 'República Federativa do Brasil']	Americas	206135893	[-10.0, -55.0]	8515767.0	['Brazil']	['brazil', ' br', ' brasil', ' federative republic of brazil', ' república federativa do brasil']
2020-03-24	brazil	2247	46	12	Brazil	BRA	['55']	['BR', 'Brasil', 'Federative Republic of Brazil', 'República Federativa do Brasil']	Americas	206135893	[-10.0, -55.0]	8515767.0	['Brazil']	['brazil', ' br', ' brasil', ' federative republic of brazil', ' república federativa do brasil']
2020-03-25	brazil	2554	59	13	Brazil	BRA	['55']	['BR', 'Brasil', 'Federative Republic of Brazil', 'República Federativa do Brasil']	Americas	206135893	[-10.0, -55.0]	8515767.0	['Brazil']	['brazil', ' br', ' brasil', ' federative republic of brazil', ' república federativa do brasil']
2020-03-26	brazil	2985	77	14	Brazil	BRA	['55']	['BR', 'Brasil', 'Federative Republic of Brazil', 'República Federativa do Brasil']	Americas	206135893	[-10.0, -55.0]	8515767.0	['Brazil']	['brazil', ' br', ' brasil', ' federative republic of brazil', ' república federativa do brasil']
2020-03-27	brazil	3417	92	15	Brazil	BRA	['55']	['BR', 'Brasil', 'Federative Republic of Brazil', 'República Federativa do Brasil']	Americas	206135893	[-10.0, -55.0]	8515767.0	['Brazil']	['brazil', ' br', ' brasil', ' federative republic of brazil', ' república federativa do brasil']
2020-03-13	czech republic	141	0	1	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-14	czech republic	189	0	2	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-15	czech republic	253	0	3	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-16	czech republic	298	0	4	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-17	czech republic	396	0	5	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-18	czech republic	464	0	6	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-19	czech republic	694	0	7	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-20	czech republic	833	0	8	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-21	czech republic	995	0	9	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-22	czech republic	1120	1	10	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-23	czech republic	1236	1	11	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-24	czech republic	1394	3	12	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-25	czech republic	1654	6	13	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-26	czech republic	1925	9	14	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-27	czech republic	2279	9	15	Czech Republic	CZE	['420']	['CZ', 'Česká republika', 'Česko']	Europe	10558524	[49.75, 15.5]	78865.0	['Czech Republic']	['czech republic', ' cz', ' česká republika', ' česko']
2020-03-13	finland	155	0	1	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-14	finland	225	0	2	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-15	finland	244	0	3	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-16	finland	277	0	4	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-17	finland	321	0	5	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-18	finland	336	0	6	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-19	finland	400	0	7	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-20	finland	450	0	8	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-21	finland	523	1	9	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-22	finland	626	1	10	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-23	finland	700	1	11	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-24	finland	792	1	12	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-25	finland	880	3	13	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-26	finland	958	5	14	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-27	finland	1041	7	15	Finland	FIN	['358']	['FI', 'Suomi', 'Republic of Finland', 'Suomen tasavalta', 'Republiken Finland']	Europe	5491817	[64.0, 26.0]	338424.0	['Finland']	['finland', ' fi', ' suomi', ' republic of finland', ' suomen tasavalta', ' republiken finland']
2020-03-13	greece	190	1	1	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-14	greece	228	3	2	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-15	greece	331	4	3	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-16	greece	331	4	4	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-17	greece	387	5	5	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-18	greece	418	5	6	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-19	greece	418	6	7	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-20	greece	495	6	8	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-21	greece	530	13	9	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-22	greece	624	15	10	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-23	greece	695	17	11	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-24	greece	743	20	12	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-25	greece	821	22	13	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-26	greece	892	26	14	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-27	greece	966	28	15	Greece	GRC	['30']	['GR', 'Elláda', 'Hellenic Republic', 'Ελληνική Δημοκρατία']	Europe	10858018	[39.0, 22.0]	131990.0	['Greece']	['greece', ' gr', ' elláda', ' hellenic republic', ' ελληνική δημοκρατία']
2020-03-13	iraq	101	9	1	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-14	iraq	110	10	2	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-15	iraq	116	10	3	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-16	iraq	124	10	4	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-17	iraq	154	11	5	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-18	iraq	164	12	6	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-19	iraq	192	13	7	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-20	iraq	208	17	8	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-21	iraq	214	17	9	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-22	iraq	233	20	10	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-23	iraq	266	23	11	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-24	iraq	316	27	12	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-25	iraq	346	29	13	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-26	iraq	382	36	14	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-27	iraq	458	40	15	Iraq	IRQ	['964']	['IQ', 'Republic of Iraq', 'Jumhūriyyat al-‘Irāq']	Asia	37883543	[33.0, 44.0]	438317.0	['Iraq']	['iraq', ' iq', ' republic of iraq', ' jumhūriyyat al-‘irāq']
2020-03-13	israel	126	0	1	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-14	israel	155	0	2	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-15	israel	213	0	3	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-16	israel	218	0	4	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-17	israel	250	0	5	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-18	israel	304	0	6	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-19	israel	427	0	7	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-20	israel	529	0	8	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-21	israel	712	1	9	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-22	israel	883	1	10	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-23	israel	1071	1	11	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-24	israel	1238	3	12	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-25	israel	2369	5	13	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-26	israel	2693	8	14	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-27	israel	3035	12	15	Israel	ISR	['972']	"['IL', 'State of Israel', ""Medīnat Yisrā'el""]"	Asia	8527400	[31.5, 34.75]	20770.0	['Israel']	"['israel', ' il', ' state of israel', ' ""medīnat yisrāel""']"
2020-03-13	portugal	112	0	1	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-14	portugal	169	0	2	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-15	portugal	245	0	3	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-16	portugal	331	0	4	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-17	portugal	448	1	5	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-18	portugal	448	2	6	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-19	portugal	785	3	7	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-20	portugal	1020	6	8	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-21	portugal	1280	12	9	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-22	portugal	1600	14	10	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-23	portugal	2060	23	11	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-24	portugal	2362	33	12	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-25	portugal	2995	43	13	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-26	portugal	3544	60	14	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-27	portugal	4268	76	15	Portugal	PRT	['351']	['PT', 'Portuguesa', 'Portuguese Republic', 'República Portuguesa']	Europe	10374822	[39.5, -8.0]	92090.0	['Portugal']	['portugal', ' pt', ' portuguesa', ' portuguese republic', ' república portuguesa']
2020-03-13	slovenia	141	0	1	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-14	slovenia	181	1	2	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-15	slovenia	219	1	3	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-16	slovenia	253	1	4	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-17	slovenia	275	1	5	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-18	slovenia	275	1	6	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-19	slovenia	286	1	7	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-20	slovenia	341	1	8	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-21	slovenia	383	1	9	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
2020-03-22	slovenia	414	2	10	Slovenia	SVN	['386']	['SI', 'Republic of Slovenia', 'Republika Slovenija']	Europe	2064188	[46.11666666, 14.81666666]	20273.0	['Slovenia']	['slovenia', ' si', ' republic of slovenia', ' republika slovenija']
